last_name, first_name,player_id,year,player_age,ab,hit,single,double,triple,home_run,strikeout,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,r_stolen_base_pct,xslg,xobp,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,n_bolts,sprint_speed,
Turner, Trea,607208,2021,28,595,195,130,34,3,28,110,17,6.3,.328,.536,.375,0.911,,.485,.355,89.6,11.4,34.6,36,7.4,72.4,15.4,26.4,43.4,56.6,289,1342,828,147,30.7,
Smith, Kevan,607345,2021,33,95,16,13,3,0,0,31,29.2,9.4,.168,.200,.248,0.448,,.240,.263,87.5,5.7,26.6,1,1.6,65.7,20.8,35.9,39.2,60.8,33,254,113,,25.4,
Beaty, Matt,607461,2021,28,204,55,43,4,1,7,44,18.8,8.5,.270,.402,.363,0.765,,.347,.332,86.7,12.3,26.9,6,3.8,65.4,9.5,27.1,41,59,160,454,268,1,27.1,
Pillar, Kevin,607680,2021,32,325,75,47,11,2,15,81,23.3,3.2,.231,.415,.277,0.692,,.372,.271,85.8,20.2,34.7,18,7.3,71.3,14,36,42.7,56.9,178,753,374,1,27.6,
Stallings, Jacob,607732,2021,31,374,92,63,20,1,8,85,19.9,11.5,.246,.369,.335,0.704,,.369,.335,88.1,10.7,37.1,13,4.5,65,13.4,23.4,46.5,53.5,180,998,509,,24.1,
Ramirez, Jose,608070,2021,28,552,147,74,32,5,36,87,13.7,11.3,.266,.538,.355,0.893,,.508,.373,90,18.2,33.4,52,11.1,64.5,8.9,24.1,28.9,71.1,649,1389,601,4,28.2,
Bregman, Alex,608324,2021,27,348,94,65,17,0,12,53,13.3,11,.270,.422,.355,0.777,,.417,.346,89,15.9,33.8,19,6.4,64.8,8.2,17.2,34.3,65.7,200,948,405,,25.6,
Gallo, Joey,608336,2021,27,498,99,47,13,1,38,213,34.6,18,.199,.458,.351,0.809,,.464,.354,91.5,22.7,29.4,53,18.5,64.4,30.6,19,64.1,35.1,440,1438,656,,27.4,
Kelly, Carson,608348,2021,26,304,73,48,11,1,13,74,20.6,12.3,.240,.411,.343,0.754,,.428,.358,88.2,18.6,37.9,20,8.5,62.5,17.7,22.3,44.9,55.1,164,877,400,,25.6,
Seager, Corey,608369,2021,27,353,108,67,22,3,16,66,16.1,11.7,.306,.521,.394,0.915,,.530,.386,91,10.7,36.6,36,12.4,81.5,17.2,26.9,58.8,41.2,262,661,461,,26.5,
Winker, Jesse,608385,2021,27,423,129,72,32,1,24,75,15.5,10.9,.305,.556,.394,0.950,,.524,.385,90.6,10.8,38.2,39,11.2,68.4,16,24.3,30.5,68.7,261,1090,526,,25.8,
Mazara, Nomar,608577,2021,26,165,35,25,5,2,3,45,24.9,8.3,.212,.321,.276,0.597,,.341,.276,90.4,11.1,33.1,9,7.4,64.9,19.2,29.9,43.4,56.6,110,433,222,,26.4,
Murphy, Tom,608596,2021,30,277,56,37,8,0,11,99,30.5,12.3,.202,.350,.304,0.654,,.347,.299,88.6,15.9,30.9,16,8.8,67.8,24.3,23.6,56.4,43.6,209,721,347,,27.0,
Jankowski, Travis,608671,2021,30,131,33,24,6,2,1,29,18.5,14,.252,.351,.364,0.715,,.286,.339,85.2,6.9,26,2,1.9,62.6,13.8,15.9,37.2,60.5,59,371,145,4,28.7,
Mayfield, Jack,608686,2021,30,266,58,33,15,0,10,68,23.4,5.9,.218,.387,.272,0.659,,.320,.246,85.4,17,28.7,13,6.4,72.9,15.1,34.9,42.2,57.4,141,652,278,,27.2,
Plawecki, Kevin,608700,2021,30,157,45,35,7,0,3,26,15,6.9,.287,.389,.349,0.738,,.428,.323,87.3,13.4,34.1,8,6.1,66.5,11.2,24.7,31.1,68.9,63,383,163,,25.4,
Refsnyder, Rob,608701,2021,30,139,34,25,7,0,2,40,25.5,10.8,.245,.338,.325,0.663,,.434,.337,89.2,9.3,40,7,7,61.9,20.4,18.5,48.4,51.6,71,361,230,,27.3,
Mondesi, Adalberto,609275,2021,25,126,29,14,8,1,6,43,31.6,4.4,.230,.452,.271,0.723,,.473,.274,92.3,16.1,29.1,11,12.8,83,25.8,35.7,57.7,41.2,99,287,147,8,28.5,
Andujar, Miguel,609280,2021,26,154,39,31,2,0,6,28,17.3,4.3,.253,.383,.284,0.667,,.419,.298,87.1,6.1,31.5,7,5.5,74.6,11.1,37.9,33.9,66.1,107,323,179,,27.6,
Cordero, Franchy,614173,2021,26,127,24,17,6,0,1,51,37.5,5.9,.189,.260,.237,0.497,,.293,.242,88.6,7.7,33.8,4,5.2,75.5,29.6,32.2,69.9,28.9,104,316,102,1,28.6,
Reyes, Franmil,614177,2021,25,418,106,56,18,2,30,149,32,9.2,.254,.522,.324,0.846,,.512,.319,91.9,9.8,31.3,46,16.9,68.1,26.2,25.8,50.5,49.5,233,1094,614,,26.1,
Torrens, Luis,620443,2021,25,346,84,51,16,2,15,99,26.2,7.4,.243,.431,.299,0.730,,.428,.304,90.9,6.1,34.4,26,10.4,63.3,21.7,25.8,42.5,57.5,165,898,447,,26.8,
Martin Jr., Richie,621006,2021,26,98,23,20,2,0,1,28,26.7,3.8,.235,.286,.269,0.555,,.274,.254,85.8,8.3,30.6,0,0,75.8,23.8,29.3,41.2,56.9,22,274,105,10,29.4,
Schrock, Max,621011,2021,26,125,36,24,7,2,3,24,17.9,6,.288,.448,.328,0.776,,.370,.307,85,18.5,40.2,3,2.9,75.6,9.8,37.5,30.5,69.5,74,301,146,,27.2,
Swanson, Dansby,621020,2021,27,588,146,84,33,2,27,167,25.6,8,.248,.449,.311,0.760,,.455,.316,89.3,14.1,36.8,49,11.4,72.4,24.4,24.1,48.2,51.8,289,1361,868,4,28.4,
Newman, Kevin,621028,2021,27,517,117,87,22,3,5,41,7.4,4.9,.226,.309,.265,0.574,,.330,.293,85.3,9.9,32,8,1.6,63.3,6.2,26.5,25.1,74.1,177,1139,590,,28.4,
Taylor, Chris,621035,2021,30,507,129,80,25,4,20,167,28.7,10.8,.254,.438,.344,0.782,,.422,.330,88.2,17.4,38.1,35,10.2,69.3,25.8,20.8,56.4,43.2,256,1374,730,1,28.8,
Correa, Carlos,621043,2021,26,555,155,94,34,1,26,116,18.1,11.7,.279,.485,.366,0.851,,.482,.380,90.2,12.1,33.5,42,9.4,62,12.6,24.1,40.2,59.8,315,1520,723,,26.9,
Dahl, David,621311,2021,27,205,43,28,11,0,4,59,26.8,4.5,.210,.322,.247,0.569,,.398,.284,88.1,11.5,37.3,10,6.7,70.3,18.1,36.2,42.7,57.3,159,425,221,,27.7,
Phillips, Brett,621433,2021,27,253,52,26,9,4,13,113,38.7,11.3,.206,.427,.300,0.727,,.359,.279,89.6,17.8,31.9,16,11.1,65.5,29.7,17,60.6,37.4,158,779,294,1,28.5,
Taylor, Tyrone,621438,2021,27,243,60,36,9,3,12,59,21.8,7.4,.247,.457,.321,0.778,,.401,.315,88.6,16,29.7,14,7.6,68.9,12.5,32.8,43.1,56.9,102,585,332,5,28.6,
Buxton, Byron,621439,2021,27,235,72,30,23,0,19,62,24.4,5.1,.306,.647,.358,1.005,,.611,.352,92.5,13.3,35.3,31,17.9,77.6,21.7,30.1,47.9,52.1,130,511,277,32,30.0,
Brinson, Lewis,621446,2021,27,274,62,39,14,0,9,72,24.8,4.5,.226,.376,.263,0.639,,.374,.279,88.5,14,29.9,13,6.4,72.7,19.8,42,47.1,52.9,144,536,408,1,28.6,
Duggar, Steven,621453,2021,27,268,69,42,14,5,8,88,29.6,9.1,.257,.437,.330,0.767,,.408,.308,88,15.2,40,15,8.3,62.4,17.8,23,51.7,46.2,186,611,390,3,28.5,
Stewart, DJ,621466,2021,27,270,55,33,10,0,12,89,28,13.8,.204,.374,.324,0.698,,.382,.325,87.8,19.7,29.3,17,9.4,72.5,22.9,22.4,58.7,40.7,193,829,279,,26.7,
Ward, Taylor,621493,2021,27,208,52,29,15,0,8,55,23.2,8.4,.250,.438,.332,0.770,,.453,.340,89.6,16.4,39.1,16,10.3,67.3,17.5,25.5,46.3,53.7,101,477,259,1,28.3,
Nido, Tomas,621512,2021,27,153,34,25,5,1,3,44,27.3,3.1,.222,.327,.261,0.588,,.395,.279,88.7,10,42.2,7,6.4,84.5,31.2,50.7,46.4,52.1,51,287,151,,25.6,
Wisdom, Patrick,621550,2021,29,338,78,37,13,0,28,153,40.8,8.5,.231,.518,.305,0.823,,.460,.291,91.2,19.1,39.5,30,16.2,74.8,32.6,29.3,60,40,198,907,502,,28.1,
Wendle, Joey,621563,2021,31,460,122,76,31,4,11,113,22.6,5.6,.265,.422,.319,0.741,,.356,.295,87.9,6.2,30.6,16,4.6,64.4,15.7,32.8,41.9,58.1,217,1066,545,,27.9,
Olson, Matt,621566,2021,27,565,153,79,35,0,39,113,16.8,13.1,.271,.540,.371,0.911,,.507,.374,91.6,16.2,32.4,59,12.7,72.2,18.1,23.7,36.8,62.9,352,1592,760,,25.9,
Jones, Taylor,622100,2021,27,102,25,14,8,1,2,29,26.9,3.7,.245,.402,.269,0.671,,.330,.240,90.6,12.8,32,5,6.7,72.3,22.7,30.3,51.6,48.4,55,251,103,,26.3,
Duffy, Matt,622110,2021,30,289,83,66,12,0,5,63,19.6,7.8,.287,.381,.357,0.738,,.385,.346,87.5,7.5,40.5,9,4,62.4,8.1,21.2,38.2,61.8,126,782,335,,26.4,
Margot, Manuel,622534,2021,26,421,107,76,18,3,10,70,15.1,8,.254,.382,.313,0.695,,.397,.328,87.9,10.7,31.5,18,5.1,72.2,13,29.9,38,60.8,208,1069,411,15,28.6,
Reyes, Victor,622682,2021,26,209,54,35,10,4,5,55,25,3.6,.258,.416,.284,0.700,,.404,.283,89.5,6.6,37.6,13,8.3,68.4,19.1,41.7,35.6,62.2,110,529,221,4,28.8,
Mateo, Jorge,622761,2021,26,194,48,32,11,1,4,55,26.3,4.3,.247,.376,.293,0.669,,.361,.289,85.4,14.1,33.3,8,5.7,70.7,20.9,32.6,49.3,50.7,90,443,267,40,30.4,
Bote, David,623520,2021,28,291,58,38,10,2,8,73,22.3,8.3,.199,.330,.276,0.606,,.399,.308,89.9,9.8,27.5,22,9.9,68.1,16.4,27.7,45.1,54.9,122,686,419,,27.2,
Ramirez, Harold,623912,2021,26,339,91,62,21,1,7,56,15.5,3.9,.268,.398,.305,0.703,,.402,.306,91.3,6.2,24.5,18,6.3,69.9,13.8,41.6,39.4,60.6,133,735,444,7,28.6,
Santander, Anthony,623993,2021,26,406,98,56,24,0,18,101,23.1,5.3,.241,.433,.286,0.719,,.446,.314,90.7,18,34.5,26,8.4,72.1,18.5,32.9,38,62,354,1064,362,,26.1,
Alonso, Pete,624413,2021,26,561,147,80,27,3,37,127,19.9,9.4,.262,.519,.344,0.863,,.542,.352,91,14.7,34.5,65,14.8,70.9,16.6,30.8,41.2,58.8,289,1380,612,,26.0,
Arroyo, Christian,624414,2021,26,164,43,25,12,0,6,44,24.3,4.4,.262,.445,.324,0.769,,.390,.296,86.3,9.4,35.5,9,7.4,75.9,17.1,38.2,43,57,81,408,198,,27.9,
Biggio, Cavan,624415,2021,26,250,56,38,10,1,7,78,26.5,12.6,.224,.356,.322,0.678,,.331,.308,88.9,15.6,32.8,10,5.6,63.5,16.8,18.7,57.3,42.7,159,702,255,,28.3,
Conforto, Michael,624424,2021,28,406,94,60,20,0,14,104,21.7,12.3,.232,.384,.344,0.728,,.436,.364,88.5,13.2,32.9,28,9.2,68.1,18.1,23,37.3,62.2,304,1101,574,,27.0,
Frazier, Adam,624428,2021,29,577,176,130,36,5,5,69,10.8,7.5,.305,.411,.368,0.779,,.376,.353,85.4,12.6,38.9,5,1,67.9,7.7,26.1,25.5,74.5,304,1397,619,,27.1,
Trevino, Jose,624431,2021,28,285,68,49,14,0,5,57,18.9,4,.239,.340,.267,0.607,,.374,.279,87.5,9.5,33.5,10,4.3,62.2,13.1,34.2,39.4,60.6,143,579,309,,24.5,
Gordon, Nick,624503,2021,25,200,48,34,9,1,4,55,25.5,5.6,.240,.355,.292,0.647,,.418,.316,91.2,9.4,35.6,10,6.8,77.9,20.7,37.6,44.2,55.8,110,461,200,,27.9,
McGuire, Reese,624512,2021,26,198,50,34,15,0,1,44,20.3,6.9,.253,.343,.310,0.653,,.328,.298,87.5,13.4,39.7,4,2.6,70.9,14.1,29.6,39,60.2,118,460,208,,26.3,
Nunez, Dom,624513,2021,26,228,43,18,12,3,10,91,34.6,12.9,.189,.399,.293,0.692,,.312,.278,86,21.9,39.1,13,9.4,59.6,23.2,23.6,55.5,44.5,203,524,384,,25.3,
Soler, Jorge,624585,2021,29,516,115,61,27,0,27,142,23.6,11.1,.223,.432,.316,0.748,,.494,.341,91.2,15.7,30.9,48,12.7,70.1,18.6,23,57.2,42.8,269,1220,853,,26.9,
Sosa, Edmundo,624641,2021,25,288,78,60,8,4,6,63,19.3,5.2,.271,.389,.346,0.735,,.394,.342,86.7,6,28.9,9,3.9,73.9,19.5,34.2,44.7,53.4,109,649,411,34,29.7,
Heredia, Guillermo,628338,2021,30,305,67,36,26,0,5,81,23.3,9.2,.220,.354,.311,0.665,,.336,.312,86.6,12.7,35.6,9,4,76.7,16.3,25,57.4,41.5,139,736,443,,27.8,
Hernandez, Yadiel,628450,2021,33,264,72,54,8,1,9,59,20.4,7.6,.273,.413,.329,0.742,,.408,.302,89.7,5.2,31.4,12,5.8,74.6,23.6,26.6,39.6,60.4,152,629,363,,25.3,
Ibanez, Andy,628451,2021,28,253,70,46,15,2,7,35,12.9,5.5,.277,.435,.321,0.756,,.415,.312,88.8,15.5,35.5,16,7.3,72.9,12.7,30.2,39.3,60,93,571,241,,28.0,
Cronenworth, Jake,630105,2021,27,567,151,90,33,7,21,90,14,8.6,.266,.460,.340,0.800,,.443,.351,88.6,12.5,35.8,35,7.2,62.5,7.3,23.5,31,68.7,364,1570,476,5,28.5,
Frazier, Clint,640449,2021,26,183,34,20,9,0,5,65,29.8,14.7,.186,.317,.317,0.634,,.354,.334,86.9,13.9,28.8,12,10.2,62.1,22.5,15.1,59.5,40.5,124,560,251,,27.1,
Meadows, Austin,640457,2021,26,518,121,62,29,3,27,122,20.6,10,.234,.458,.315,0.773,,.425,.325,89.3,21.7,36.1,35,8.7,70.9,16.3,25.1,44.6,55.4,371,1384,588,,27.5,
Mercado, Oscar,640458,2021,26,214,48,30,11,1,6,42,17.6,8.8,.224,.369,.300,0.669,,.328,.293,86.2,16.4,24.9,7,4,71,21.2,24,42.6,56.5,101,480,302,2,28.9,
Pinder, Chad,640461,2021,29,214,52,29,16,1,6,62,26.6,6.9,.243,.411,.300,0.711,,.507,.319,92.6,7.4,36.6,25,16.3,72.9,23,24,44.3,55.7,139,528,201,,26.6,
Anderson, Tim,641313,2021,28,527,163,115,29,2,17,119,21.6,4,.309,.469,.338,0.807,,.448,.314,89.6,4.3,32.5,32,7.8,79.1,17.8,36.9,43.2,56.8,196,1128,646,32,28.0,
Bauers, Jake,641343,2021,25,282,59,48,7,0,4,78,24.8,9.5,.209,.277,.290,0.567,,.361,.311,88.1,20,36.3,11,5.4,67.3,18.2,26.4,50.6,49.4,187,718,290,,27.4,
Bellinger, Cody,641355,2021,25,315,52,31,9,2,10,94,26.9,8.9,.165,.302,.240,0.542,,.358,.281,89.3,22.2,33.5,16,7.1,74.1,24.9,30.7,40.2,59.8,209,861,351,1,28.1,
Calhoun, Willie,641432,2021,26,260,65,46,10,3,6,34,12,7.4,.250,.381,.310,0.691,,.403,.332,90.2,14.9,28.6,8,3.5,65.9,12.2,24.1,26.2,73,190,526,277,,26.1,
Collins, Zack,641470,2021,26,195,41,24,13,0,4,69,29.9,14.7,.210,.338,.330,0.668,,.391,.339,91.1,20.9,40.9,13,10.2,67.3,23.7,19.7,44.4,52.2,144,516,243,,25.1,
Crawford, J.P.,641487,2021,26,619,169,123,37,0,9,114,16.6,8.4,.273,.376,.338,0.714,,.339,.325,86.3,9.8,34.3,12,2.4,64,10.1,21.7,33.5,65.5,347,1760,628,,27.5,
Davis, Jonathan,641505,2021,29,87,11,9,1,0,1,26,25.2,11.7,.126,.172,.252,0.424,,.306,.310,85.1,7.7,25.8,4,6.5,58.9,16.8,17.3,53.8,43.6,44,249,117,,28.8,
Dozier, Hunter,641531,2021,29,487,105,56,27,6,16,154,28.4,7.9,.216,.394,.285,0.679,,.388,.295,89.9,15.8,33,30,8.8,70.4,18.3,29.8,61.7,38.3,231,1040,749,,28.2,
Engel, Adam,641553,2021,29,123,31,15,9,0,7,31,22.1,7.9,.252,.496,.336,0.832,,.440,.353,86.8,14.4,38.7,8,8.6,70,15,31.6,54.2,45.8,37,280,183,14,29.7,
Fraley, Jake,641584,2021,26,214,45,29,7,0,9,71,26.8,17.4,.210,.369,.352,0.721,,.361,.371,85.3,12.1,38.4,9,6.2,64.4,21.4,18.6,50,50,151,683,297,,27.7,
Garver, Mitch,641598,2021,30,207,53,25,15,0,13,71,29.2,12.8,.256,.517,.358,0.875,,.545,.361,92.3,19,38.4,24,17.4,58.7,22.7,20.3,49.5,50.5,133,591,301,,25.6,
Guillorme, Luis,641645,2021,26,132,35,31,3,0,1,23,14.7,14.7,.265,.311,.374,0.685,,.313,.351,86.4,4.7,34.5,1,0.9,58.7,9.8,21.7,27.8,70.8,62,404,194,,25.9,
Hampson, Garrett,641658,2021,26,453,106,68,21,6,11,118,23.9,6.7,.234,.380,.289,0.669,,.374,.292,87,13,34.7,17,5,64.7,14.4,25.8,47.9,47.9,191,1194,487,67,29.9,
Heim, Jonah,641680,2021,26,265,52,29,13,0,10,58,20.4,5.3,.196,.358,.239,0.597,,.372,.275,87.1,15.5,34.6,13,6.2,74.6,16.5,27.6,34.1,65.9,178,725,216,,26.0,
Lewis, Kyle,641786,2021,25,130,32,23,4,0,5,37,25.2,10.9,.246,.392,.333,0.725,,.471,.338,89.7,16.8,45.2,13,14,73,29.7,21.4,49.2,50.8,76,339,177,,27.7,
Locastro, Tim,641796,2021,28,139,25,19,4,0,2,33,21.2,4.5,.180,.252,.263,0.515,,.268,.288,82.1,14.3,32.7,1,0.9,57.9,17.9,32.7,31.8,65.9,43,357,156,36,30.7,
Mancini III, Trey,641820,2021,29,556,142,87,33,1,21,143,23.2,8.3,.255,.432,.326,0.758,,.452,.337,88.9,9.7,36,43,10.4,65.8,21.8,30.8,44,56,322,1341,743,,26.6,
Martin, Jason,641829,2021,25,144,30,21,3,0,6,41,26.6,5.2,.208,.354,.248,0.602,,.380,.266,87.5,11.4,33.3,8,7.6,72.1,24.2,25.6,44,53.3,83,390,122,,27.5,
McKinney, Billy,641856,2021,26,265,51,28,11,3,9,79,26.3,10.7,.192,.358,.280,0.638,,.359,.300,88.1,17.6,30.9,12,6.4,64.1,17,20.3,45.2,53.2,160,732,381,,27.6,
McMahon, Ryan,641857,2021,26,528,134,78,32,1,23,147,24.7,9.9,.254,.449,.331,0.780,,.426,.323,90.5,14.3,40.2,28,7.3,73.2,22,24.4,50.9,49.1,376,1376,598,,26.2,
O'Neill, Tyler,641933,2021,26,482,138,76,26,2,34,168,31.3,7.1,.286,.560,.352,0.912,,.582,.347,93,17.8,39.9,57,17.9,73.8,26.1,27.6,55.9,44.1,186,1123,721,38,29.7,
Smith, Dominic,642086,2021,26,446,109,78,20,0,11,112,22.7,6.5,.244,.363,.304,0.667,,.420,.323,89,14.9,40.3,22,6.5,72.8,18.5,33.7,44.7,54.7,267,1001,570,,26.2,
Tellez, Rowdy,642133,2021,26,297,72,45,14,2,11,65,20,7.1,.242,.414,.305,0.719,,.471,.326,92.2,13.4,35.6,27,11.6,68.4,14.4,32.3,38.5,61.5,237,689,305,,25.1,
Valaika, Pat,642162,2021,28,259,52,39,8,0,5,76,27,5.7,.201,.290,.250,0.540,,.337,.264,86.8,19.8,40.6,9,4.8,74.2,19.4,30.9,46.5,53.5,98,642,338,,27.0,
VanMeter, Josh,642165,2021,26,274,58,33,17,2,6,83,26.8,10.6,.212,.354,.297,0.651,,.321,.289,89.3,19.6,30.1,10,5.2,60.4,18,17.9,57.8,42.2,221,682,406,,26.9,
Wade, Tyler,642180,2021,26,127,34,28,5,1,0,37,25.5,11,.268,.323,.354,0.677,,.247,.296,82.2,5.3,24.4,1,1.1,66,22.4,21.2,37.9,54.5,71,385,167,6,29.1,
White, Eli,642201,2021,27,198,35,22,6,1,6,66,30,8.2,.177,.308,.259,0.567,,.291,.259,85.5,15.6,31.1,9,6.8,68.6,23.5,26.4,49.5,50.5,88,576,210,37,30.5,
Williams, Justin,642211,2021,25,119,19,15,0,0,4,46,33.6,12.4,.160,.261,.270,0.531,,.406,.340,92.1,3.9,37,8,11,63.7,25.7,28.7,57.7,41,82,269,140,,27.0,
Mejia, Francisco,642336,2021,25,250,65,41,15,3,6,49,17.7,6.1,.260,.416,.322,0.738,,.345,.296,85.7,14.9,34.8,9,4.4,70.3,14.6,43.1,28.5,71.5,167,522,316,,27.0,
Sierra, Magneuris,642423,2021,25,209,48,41,6,1,0,50,22.2,6.7,.230,.268,.281,0.549,,.264,.279,82.3,7.7,26.3,0,0,65.6,14,33.1,39.8,57.1,100,528,215,20,28.9,
Rosario, Amed,642708,2021,25,550,155,113,25,6,11,120,20.4,5.3,.282,.409,.321,0.730,,.368,.310,88.8,5.5,32,12,2.8,64,15.8,34.7,40.6,59.1,248,1209,653,67,29.5,
Adames, Willy,642715,2021,25,497,130,72,32,1,25,156,28.1,10.3,.262,.481,.337,0.818,,.438,.314,89.5,16.8,35.1,39,11.4,72.2,24.3,27.5,52.5,47.5,296,1257,631,,28.0,
Gutierrez, Kelvin,642721,2021,26,272,63,49,8,3,3,76,25.8,6.4,.232,.316,.292,0.608,,.305,.280,89.9,2.3,27.6,7,3.6,61.4,20.9,28.8,52.4,47,94,598,421,12,28.3,
Alcantara, Sergio,642727,2021,24,220,45,31,6,3,5,74,29,11.8,.205,.327,.303,0.630,,.298,.307,87.5,10.5,32.9,5,3.4,65.6,23.2,18.9,54,46,162,653,243,,27.2,
Estrada, Thairo,642731,2021,25,121,33,22,4,0,7,23,17.4,6.8,.273,.479,.333,0.812,,.421,.303,86.6,6.7,33.7,7,7.1,69,9.9,24.8,42.4,57.6,46,269,178,,28.5,
Wynns, Austin,642851,2021,30,130,24,16,4,0,4,31,22.3,5.8,.185,.308,.232,0.540,,.296,.247,83.6,10.7,24,3,3,55.9,9.3,33.2,40.7,57.1,55,351,139,,25.1,
Benintendi, Andrew,643217,2021,26,493,136,90,27,2,17,97,18,6.7,.276,.442,.324,0.766,,.456,.313,89.6,15.4,38.5,36,8.9,73.9,18.9,30.1,32,67,318,1214,457,,27.6,
Cooper, Garrett,643265,2021,30,215,61,41,10,1,9,68,27.2,12,.284,.465,.380,0.845,,.458,.368,91.1,8.2,36.5,16,10.8,64.9,20.1,28.1,42.5,57.5,97,609,274,,26.1,
Dubon, Mauricio,643289,2021,26,175,42,28,9,0,5,41,21.9,4.8,.240,.377,.278,0.655,,.361,.271,86.1,14.9,30.1,6,4.4,70,16.3,34.5,34.7,62.7,69,375,208,,27.9,
Jansen, Danny,643376,2021,26,184,41,17,13,0,11,44,21.5,8.3,.223,.473,.299,0.772,,.458,.316,90,20.5,34.8,12,8.5,74.9,22.1,23.6,35.4,63.5,92,477,221,,27.6,
Kemp, Tony,643393,2021,29,330,92,65,16,3,8,51,12.8,13.1,.279,.418,.382,0.800,,.349,.360,86.7,18.4,38.9,3,1,62.9,11.6,21.1,27,71.7,184,987,307,,26.6,
Kiner-Falefa, Isiah,643396,2021,26,635,172,136,25,3,8,90,13.3,4.1,.271,.357,.312,0.669,,.349,.309,85.5,5.4,31.6,10,1.8,62.6,6.9,30.7,29.9,70.1,264,1432,651,,28.0,
Long Jr., Shed,643418,2021,25,111,22,13,4,1,4,39,32.2,7.4,.198,.360,.258,0.618,,.321,.263,87.6,1.7,24.7,3,4.1,67.1,20.2,26.8,51.5,48.5,76,251,159,,26.5,
McNeil, Jeff,643446,2021,29,386,97,70,19,1,7,58,13.6,6.8,.251,.360,.319,0.679,,.387,.325,88.1,12,30.4,14,4.3,83.7,12.4,27.7,36.2,63.8,250,883,378,,27.0,
Schwindel, Frank,643524,2021,29,242,79,44,20,1,14,41,15.8,6.2,.326,.591,.371,0.962,,.454,.320,86.9,12.6,32.8,16,8,71.7,12.9,34.7,42,58,126,471,303,,26.2,
Tauchman, Mike,643565,2021,30,166,30,21,5,0,4,58,30.4,12,.181,.283,.284,0.567,,.304,.298,87.5,10,36.7,6,5.5,71.3,28.8,17.3,58.1,41.9,76,592,190,1,27.3,
Chang, Yu,644374,2021,25,237,54,28,14,3,9,69,27.5,4.4,.228,.426,.267,0.693,,.378,.272,87.1,19.1,37.9,12,7.1,72.2,15.8,28.3,54,46,120,531,300,,28.3,
Albies, Ozzie,645277,2021,24,629,163,86,40,7,30,128,18.7,6.9,.259,.488,.310,0.798,,.461,.309,89.6,21.1,37,47,9.3,82.4,20.1,34.1,35.2,64.8,431,1409,734,21,28.4,
Robles, Victor,645302,2021,24,315,64,40,21,1,2,85,23,8.9,.203,.295,.310,0.605,,.314,.320,84.1,19.9,31.9,6,2.6,69.3,17.4,26,46.2,52.7,118,782,480,20,28.3,
Devers, Rafael,646240,2021,24,591,165,89,37,1,38,143,21.5,9.3,.279,.538,.352,0.890,,.567,.366,92.9,13.1,35.2,68,15,77.7,22.6,32.4,38.3,61.3,294,1650,512,,26.9,
Naylor, Josh,647304,2021,24,233,59,39,13,0,7,45,18,5.6,.253,.399,.301,0.700,,.417,.302,89.8,9,31.4,14,7.4,70.7,13.5,35.4,36.3,63.7,134,435,282,,26.2,
Toro, Abraham,647351,2021,24,335,80,57,12,0,11,54,14.4,8.3,.239,.373,.315,0.688,,.416,.323,86.8,13.7,29.7,21,7.4,66.3,13.1,30.1,27.4,72.6,280,889,304,,28.1,
Diaz, Aledmys,649557,2021,30,294,76,49,19,0,8,62,19.4,5,.259,.405,.317,0.722,,.411,.324,88.7,13.6,34.1,15,6.5,72.1,13,34.5,42.6,57.4,145,654,320,,27.1,
Urias, Luis,649966,2021,24,490,122,73,25,1,23,116,20.4,11.1,.249,.445,.345,0.790,,.427,.338,87.9,14.2,34.9,35,9.3,67.9,18.1,25.3,35.4,64.3,252,1363,624,,26.5,
Diaz, Lewin,650331,2021,24,122,25,12,4,1,8,33,25.8,4.7,.205,.451,.242,0.693,,.442,.258,88.3,20.7,34.8,9,10.1,75.3,19.4,42,41.7,58.3,77,269,158,,25.4,
Arraez, Luis,650333,2021,24,428,126,101,17,6,2,48,10,9,.294,.376,.357,0.733,,.411,.359,88.4,9.9,41.5,9,2.3,63.9,6.8,23.1,21.5,78.1,264,1317,377,,26.8,
Jimenez, Eloy,650391,2021,24,213,53,33,10,0,10,57,24.7,6.9,.249,.437,.303,0.740,,.445,.305,90.5,8.4,29.9,17,10.8,74.5,22.4,35.4,52.9,47.1,104,387,263,,27.5,
Torres, Gleyber,650402,2021,24,459,119,88,22,0,9,104,20.2,9.7,.259,.366,.331,0.697,,.423,.336,87.1,14.2,37.1,28,7.8,70.8,20.8,22.7,43.2,56.4,259,1184,604,,27.0,
Castro, Willi,650489,2021,24,413,91,61,15,6,9,109,24.2,5.1,.220,.351,.273,0.624,,.364,.296,85.6,11.4,35.2,16,5.2,74.6,18.2,40,48.1,51.3,287,982,336,,28.7,
Diaz, Yandy,650490,2021,29,465,119,85,20,1,13,85,15.7,12.8,.256,.387,.353,0.740,,.399,.353,89.9,6.6,28.9,27,7,67,13.8,18.9,38.1,61.9,218,1303,466,,26.5,
