"name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","b_rbi","r_run","xba","xslg","xobp","avg_swing_speed","squared_up_contact","squared_up_swing","exit_velocity_avg","launch_angle_avg","sweet_spot_percent","barrel","barrel_batted_rate","n_outs_above_average","n_bolts","sprint_speed"
"Rojas, Miguel","500743","2024","35","307","337","87","60","21","0","6","34","23",".283",".410",".337","0.747","36","41",".283",".365",".339",67.8,37.3,32.1,"85","9.7",33.2,"7",2.5,,,"25.8"
"Adrianza, Ehire","501303","2024","34","26","28","5","3","1","0","1","11","2",".192",".346",".250","0.596","2","4",".176",".292",".234",66.2,44.4,29.3,"88.4","4.8",46.7,"1",6.7,,,"26.6"
"Pham, Tommy","502054","2024","36","440","478","109","77","20","3","9","106","35",".248",".368",".305","0.673","39","49",".263",".407",".320",72.7,37.2,29.7,"90.4","11",32.2,"24",7.2,"-2","1","27.2"
"Martinez, J.D.","502110","2024","36","434","495","102","61","24","1","16","141","49",".235",".406",".320","0.726","69","46",".256",".472",".339",73,28.2,19.7,"91","14.4",39.3,"44",14.9,,,"25.8"
"Goldschmidt, Paul","502671","2024","36","599","654","147","91","33","1","22","173","47",".245",".414",".302","0.716","65","70",".255",".450",".311",72.5,33.5,24.8,"91.2","13.1",34.3,"46",10.7,,,"26.3"
"Altuve, Jose","514888","2024","34","628","682","185","134","31","0","20","119","47",".295",".439",".350","0.789","65","94",".262",".399",".321",69.4,33.4,26.3,"86.5","14.1",35.4,"33",6.5,,"28","27.1"
"Marte, Starling","516782","2024","35","335","370","90","67","13","3","7","81","27",".269",".388",".327","0.715","40","46",".287",".425",".344",72.4,33.6,24.2,"89.8","4.3",37.1,"18",6.9,"-8","4","27.1"
"d'Arnaud, Travis","518595","2024","35","307","341","73","42","16","0","15","89","24",".238",".436",".302","0.738","48","40",".236",".434",".305",71.4,31.3,21.3,"89.9","11.6",32.9,"23",10.4,,,"25.7"
"Freeman, Freddie","518692","2024","34","542","638","153","94","35","2","22","100","78",".282",".476",".378","0.854","89","81",".278",".466",".377",69.8,34.1,27.7,"89.4","14.3",43.1,"41",9.1,,,"25.8"
"Grandal, Yasmani","518735","2024","35","215","243","49","30","10","0","9","46","24",".228",".400",".304","0.704","27","26",".246",".419",".321",70.3,42.3,35.3,"91.1","11.1",31.8,"17",9.8,,,"23.2"
"Heyward, Jason","518792","2024","34","228","258","48","24","12","2","10","53","22",".211",".412",".288","0.700","37","33",".233",".346",".309",73.3,26.5,21.2,"88","10.4",29.8,"10",5.6,"2",,"26.8"
"LeMahieu, DJ","518934","2024","35","201","228","41","34","5","0","2","35","19",".204",".259",".269","0.528","26","19",".244",".365",".310",67.3,38.5,32.6,"88.5","1.9",31.8,"10",5.8,,,"26.1"
"Rizzo, Anthony","519203","2024","34","337","375","77","57","12","0","8","65","27",".228",".335",".301","0.636","35","38",".240",".340",".314",68.5,32.1,25.6,"86.7","14.3",31,"11",4,,,"24.5"
"Stanton, Giancarlo","519317","2024","34","417","459","97","50","20","0","27","143","38",".233",".475",".298","0.773","72","49",".249",".509",".315",81.3,30.5,20.8,"94.6","14.7",34.8,"57",20.7,,,"24.6"
"Perez, Salvador","521692","2024","34","590","652","160","105","28","0","27","129","44",".271",".456",".330","0.786","104","58",".275",".522",".334",73.2,33.6,24.9,"91.1","19",39.4,"57",12.2,,,"24.5"
"Flores, Wilmer","527038","2024","32","214","242","44","28","12","0","4","33","20",".206",".318",".277","0.595","26","19",".221",".339",".298",66,34.2,29.7,"83.5","21.4",36.6,"11",5.9,,,"24.0"
"García, Avisaíl","541645","2024","33","50","51","12","9","1","0","2","13","1",".240",".380",".255","0.635","2","4",".250",".405",".265",69,23.2,17.8,"86.6","2.1",27,"3",8.1,"1",,"28.0"
"Bethancourt, Christian","542194","2024","32","139","147","29","17","7","0","5","36","5",".209",".367",".241","0.608","22","18",".218",".360",".250",71.9,33.1,23.8,"89.1","12.4",25.7,"8",7.6,,,"27.5"
"Ozuna, Marcell","542303","2024","33","606","688","183","113","31","0","39","170","74",".302",".546",".378","0.924","104","96",".287",".573",".368",74,33.6,23.1,"92.2","14.4",40.2,"68",15.5,,,"25.7"
"Ortega, Rafael","542364","2024","33","14","17","1","1","0","0","0","4","2",".071",".071",".176","0.247","1","4",".212",".254",".307",70.5,35.3,27.3,"85.1","11.6",18.2,"0",0,"0",,"26.1"
"Berti, Jon","542932","2024","34","66","74","18","17","0","0","1","14","6",".273",".318",".342","0.660","6","10",".274",".335",".344",71.6,31.5,25.2,"84.2","11",41.5,"1",1.9,,"3","29.0"
"Crawford, Brandon","543063","2024","37","71","80","12","6","5","0","1","26","8",".169",".282",".263","0.545","4","5",".207",".308",".296",70.6,25.8,17.4,"89.7","13.5",37.8,"3",6.7,,,"25.1"
"Gomes, Yan","543228","2024","36","91","96","14","10","2","0","2","36","2",".154",".242",".179","0.421","7","7",".212",".364",".236",68.7,26.7,18.2,"87.1","17",42.1,"6",10.5,,,"26.3"
"Grossman, Robbie","543257","2024","34","208","245","44","33","8","0","3","58","34",".212",".293",".322","0.615","16","21",".214",".298",".328",67.5,37.1,28.8,"86.3","13.3",30.3,"5",3.3,"-4",,"27.7"
"Hicks, Aaron","543305","2024","34","57","63","8","7","0","0","1","23","6",".140",".193",".222","0.415","5","6",".192",".272",".270",68.1,26.7,19,"87.5","4.7",32.4,"2",5.9,"-1",,"27.0"
"Higashioka, Kyle","543309","2024","34","246","263","54","26","10","1","17","74","15",".220",".476",".263","0.739","45","29",".220",".430",".264",71.8,32.4,25.4,"88.4","20.7",40.2,"19",10.9,,,"25.4"
"McCann, James","543510","2024","34","214","233","50","33","9","0","8","56","13",".234",".388",".279","0.667","31","27",".245",".418",".296",70.7,31.2,22.4,"87.4","14.4",38.9,"14",8.6,,,"25.1"
"Rendon, Anthony","543685","2024","34","206","238","45","35","10","0","0","35","23",".218",".267",".307","0.574","14","21",".224",".313",".314",68.3,38.3,34,"87.9","14.1",31.4,"4",2.3,,,"26.8"
"Semien, Marcus","543760","2024","33","650","718","154","102","27","2","23","105","64",".237",".391",".308","0.699","74","101",".251",".391",".321",68.3,37.5,30.7,"87.4","17",33,"36",6.6,,"2","28.5"
"Springer III, George","543807","2024","34","545","614","120","79","19","3","19","115","60",".220",".371",".303","0.674","56","74",".244",".402",".325",71.9,33,25.4,"87.5","9.4",29.2,"40",9.3,"0","1","28.1"
"Vázquez, Christian","543877","2024","33","294","315","65","48","10","0","7","65","11",".221",".327",".248","0.575","27","29",".234",".351",".263",68.3,38.7,31.1,"88.5","16.1",36.1,"9",3.8,,,"24.8"
"Vargas, Ildemaro","545121","2024","32","272","303","67","50","16","0","1","31","19",".246",".316",".295","0.611","30","21",".255",".322",".305",69.6,40.2,35.6,"87","4",29.5,"3",1.2,,,"26.7"
"Grichuk, Randal","545341","2024","32","254","279","74","40","20","2","12","46","20",".291",".528",".348","0.876","46","40",".278",".483",".338",73.7,34.7,27.9,"90.6","17.3",34.3,"23",11,"-2",,"27.5"
"Trout, Mike","545361","2024","32","109","126","24","11","1","2","10","27","16",".220",".541",".325","0.866","14","17",".271",".591",".370",75.7,24,19.7,"89.2","25.2",40.2,"14",17.1,"0","3","28.9"
"Harper, Bryce","547180","2024","31","550","631","157","85","42","0","30","138","76",".285",".525",".373","0.898","87","85",".267",".474",".358",74.1,28.1,21,"91.1","13.5",36.1,"44",10.6,,,"27.4"
"Abreu, José","547989","2024","37","113","120","14","10","2","0","2","28","4",".124",".195",".167","0.362","7","10",".161",".240",".203",73.1,29.1,21.4,"87.8","6.7",26.7,"2",2.3,,,"25.3"
"Díaz, Elias","553869","2024","33","325","351","86","60","20","0","6","69","20",".265",".382",".313","0.695","39","27",".242",".343",".293",73.9,26,19.5,"87.1","7.6",31,"12",4.7,,,"24.4"
"Narváez, Omar","553882","2024","32","65","69","10","8","2","0","0","12","3",".154",".185",".191","0.376","5","4",".177",".236",".214",65.8,34.7,29.5,"86.1","21",27.8,"0",0,,,"23.1"
"Suárez, Eugenio","553993","2024","32","571","640","146","86","28","2","30","176","49",".256",".469",".319","0.788","101","90",".247",".447",".314",72.2,30.7,22.2,"89.1","19.5",40.4,"46",11.3,,,"26.5"
"Urshela, Gio","570482","2024","32","432","461","108","79","19","1","9","72","23",".250",".361",".286","0.647","52","34",".264",".389",".302",68.2,35.9,29,"86.4","10.5",38.6,"18",4.9,,,"25.1"
"Arenado, Nolan","571448","2024","33","578","635","157","118","23","0","16","92","44",".272",".394",".325","0.719","71","70",".255",".356",".312",70.7,32.3,27.6,"86.3","16.9",35.9,"16",3.2,,,"25.3"
"Barnhart, Tucker","571466","2024","33","81","96","14","11","3","0","0","31","13",".173",".210",".287","0.497","6","13",".166",".218",".282",67.4,31.3,21.8,"83.4","3.2",34.6,"2",3.8,,,"24.4"
"Farmer, Kyle","571657","2024","33","215","242","46","27","13","1","5","49","19",".214",".353",".293","0.646","25","26",".225",".361",".304",66.7,38,30.4,"87.7","17.9",36.3,"9",5.4,,,"25.9"
"Haniger, Mitch","571745","2024","33","380","423","79","55","12","0","12","126","40",".208",".334",".286","0.620","44","42",".216",".364",".294",72.9,34.8,24.2,"90.6","13.7",31,"23",9,"-5",,"26.2"
"Hernández, Enrique","571771","2024","32","362","393","83","55","16","0","12","77","27",".229",".373",".281","0.654","42","44",".233",".362",".286",71.6,35.2,27.5,"89.6","17.1",36,"14",4.8,"1",,"27.0"
"Maile, Luke","571912","2024","33","135","154","24","18","4","0","2","52","13",".178",".252",".268","0.520","8","8",".177",".252",".268",67.7,27.6,20.3,"84.7","11.3",37.6,"3",3.5,,,"25.5"
"Muncy, Max","571970","2024","33","237","293","55","23","17","0","15","77","45",".232",".494",".358","0.852","48","47",".229",".448",".357",71.3,33.9,23.5,"90.2","26.6",32.5,"18",10.8,,,"26.9"
"Singleton, Jon","572138","2024","32","355","405","83","56","13","1","13","111","47",".234",".386",".321","0.707","42","46",".228",".382",".317",72.1,35.4,25.2,"88.7","12.8",34.8,"22",8.9,,,"25.9"
"Taylor, Michael A.","572191","2024","33","269","300","52","37","9","1","5","105","23",".193",".290",".253","0.543","21","35",".204",".333",".267",74,28.3,17.9,"89.3","13.7",31.4,"20",11.6,"11","4","28.5"
"Walker, Christian","572233","2024","33","479","552","120","68","26","0","26","133","55",".251",".468",".335","0.803","84","72",".246",".457",".339",75,26.1,20.2,"91.2","16.6",35,"47",13.3,,,"26.2"
"Carpenter, Matt","572761","2024","38","137","157","32","21","7","0","4","51","15",".234",".372",".314","0.686","15","15",".211",".350",".296",69.3,27.4,20,"85.8","24.2",46.6,"6",6.8,,,"24.6"
"Yastrzemski, Mike","573262","2024","33","428","474","99","56","16","9","18","124","38",".231",".437",".302","0.739","57","60",".219",".396",".291",70.9,35.8,26.9,"90.4","19.1",33,"32",10.5,"-2",,"27.2"
"Contreras, Willson","575929","2024","32","301","358","79","47","17","0","15","96","45",".262",".468",".380","0.848","36","48",".258",".455",".377",75.9,27.9,18.6,"91.6","14.2",32.7,"23",11.2,,,"27.1"
"Iglesias, Jose","578428","2024","34","270","291","91","70","16","1","4","39","12",".337",".448",".381","0.829","26","39",".285",".369",".336",69.7,31.9,26.9,"85.8","9",36.2,"5",2.2,,"1","28.6"
"Bryant, Kris","592178","2024","32","133","155","29","22","5","0","2","48","13",".218",".301",".323","0.624","15","9",".211",".315",".317",69.5,27.4,18.3,"85.1","18.5",39.5,"4",4.7,"-2",,"25.7"
"Canha, Mark","592192","2024","35","393","462","95","68","20","0","7","96","51",".242",".346",".344","0.690","42","46",".212",".306",".322",68.4,36.5,29.1,"88.4","9.6",31.5,"10",3.3,"0",,"27.8"
"Casali, Curt","592200","2024","35","108","125","21","17","3","0","1","22","13",".194",".250",".293","0.543","8","12",".206",".267",".303",66.8,33.6,27.7,"83","20",34.1,"1",1.1,,,"24.4"
"Castellanos, Nick","592206","2024","32","606","659","154","97","30","4","23","139","41",".254",".431",".311","0.742","86","80",".271",".441",".327",71.9,33.7,23.8,"88.4","15.2",39,"38",8.1,"-8",,"27.4"
"Drury, Brandon","592273","2024","31","325","360","55","44","7","0","4","81","27",".169",".228",".242","0.470","15","28",".202",".287",".276",72.6,28.1,22.6,"87.6","6",25.9,"9",3.6,,,"26.0"
"Gamel, Ben","592325","2024","32","81","99","20","15","4","0","1","24","18",".247",".333",".384","0.717","4","22",".259",".368",".394",70.5,45.5,30.8,"89.1","12.8",47.4,"6",10.5,"-3","1","26.9"
"Goodrum, Niko","592348","2024","32","29","33","3","3","0","0","0","10","3",".103",".103",".188","0.291","0","2",".168",".249",".249",72.6,25,16.3,"86.3","-15.7",15,"1",5,,,"26.9"
"Judge, Aaron","592450","2024","32","559","704","180","85","36","1","58","171","133",".322",".701",".458","1.159","144","122",".310",".723",".449",77.2,33.7,23.7,"96.2","19",40.8,"105",26.9,"-6",,"26.8"
"Machado, Manny","592518","2024","31","593","643","163","104","30","0","29","124","45",".275",".472",".325","0.797","105","77",".272",".461",".325",75.3,31.6,24.8,"92.5","12.7",33.8,"52",11,,,"25.8"
"Pederson, Joc","592626","2024","32","367","449","101","60","17","1","23","105","55",".275",".515",".393","0.908","64","62",".264",".480",".386",73.4,28.9,22.2,"92.3","16.9",34.2,"34",12.8,,"1","25.5"
"Realmuto, J.T.","592663","2024","33","380","413","101","68","18","1","14","102","27",".266",".429",".322","0.751","47","50",".268",".459",".324",73.2,29.3,22.1,"89.2","9.4",36.9,"29",10.4,,,"28.4"
"Renfroe, Hunter","592669","2024","32","385","424","88","55","18","0","15","84","36",".229",".392",".297","0.689","52","44",".223",".362",".292",75.2,29.6,23.2,"88.5","16.7",27.8,"20",6.6,"-7",,"26.7"
"Rosario, Eddie","592696","2024","32","297","319","52","30","12","0","10","77","16",".175",".316",".215","0.531","35","33",".211",".340",".249",70.3,39.4,29.2,"91","14.3",27.9,"12",5.3,"-6",,"27.3"
"Yelich, Christian","592885","2024","32","270","315","85","59","12","3","11","58","40",".315",".504",".406","0.910","42","44",".294",".471",".388",73.2,32.8,25.6,"91.1","5.2",32.2,"17",7.9,"-2","2","28.5"
"Merrifield, Whit","593160","2024","35","293","335","65","49","9","3","4","52","35",".222",".314",".311","0.625","15","44",".242",".317",".329",63.4,32.1,26.1,"84.1","12.9",34.3,"6",2.4,"-2","1","29.0"
"Bogaerts, Xander","593428","2024","31","428","463","113","86","15","1","11","79","28",".264",".381",".307","0.688","44","50",".262",".382",".308",70.7,36.9,30.7,"88.1","10.9",32.1,"18",5.1,,,"27.4"
"Polanco, Jorge","593871","2024","30","416","468","89","62","11","0","16","137","46",".214",".356",".297","0.653","45","43",".226",".399",".308",69.7,31.9,23.4,"88.3","17.8",35.9,"25",8.9,,,"27.5"
"Sanó, Miguel","593934","2024","31","83","95","17","12","3","0","2","36","9",".205",".313",".295","0.608","6","9",".241",".378",".327",76.5,29,19,"93.8","8.9",33.3,"5",10.4,,,"25.8"
"Duvall, Adam","594807","2024","35","303","330","55","34","10","0","11","99","21",".182",".323",".245","0.568","30","29",".197",".387",".260",72.4,26.7,19.5,"86.9","22.2",27.8,"22",10.7,"1",,"28.1"
"Kiermaier, Kevin","595281","2024","34","259","281","51","34","9","3","5","86","12",".197",".313",".237","0.550","26","31",".195",".278",".237",70.4,34.9,22,"86.4","7.3",27.6,"7",3.9,"12",,"28.7"
"Profar, Jurickson","595777","2024","31","564","668","158","105","29","0","24","101","76",".280",".459",".380","0.839","85","94",".282",".444",".383",71.7,32.2,27,"91.1","13.4",31.3,"34",7.2,"-6",,"26.5"
"Báez, Javier","595879","2024","31","272","289","50","32","12","0","6","69","12",".184",".294",".221","0.515","37","25",".222",".345",".259",74.8,29.9,21.3,"88.3","11.2",27.7,"16",7.8,,,"27.5"
"Cave, Jake","595909","2024","31","323","346","81","53","16","5","7","98","18",".251",".396",".290","0.686","37","42",".233",".357",".275",69.5,30.6,22.3,"87.5","7.5",35.8,"12",5.2,"-2",,"27.7"
"Hedges, Austin","595978","2024","31","132","146","20","15","3","0","2","50","6",".152",".220",".203","0.423","15","12",".127",".179",".180",69.9,31.5,21.1,"84.8","21.4",24.1,"1",1.1,,,"25.3"
"Lindor, Francisco","596019","2024","30","618","689","169","96","39","1","33","127","56",".273",".500",".344","0.844","91","107",".283",".528",".353",72.3,37.6,28.6,"90.9","17",35.4,"67",13.6,,,"27.6"
"Slater, Austin","596103","2024","31","177","212","37","31","4","0","2","60","26",".209",".266",".321","0.587","18","24",".232",".319",".341",71.9,29.7,20.9,"88.2","7.2",37.2,"4",3.3,"0","2","28.2"
"Story, Trevor","596115","2024","31","94","106","24","15","7","0","2","33","11",".255",".394",".340","0.734","10","8",".193",".290",".284",68.8,23.3,16.1,"86.1","18.6",37.7,"4",6.6,,,"28.1"
"Stubbs, Garrett","596117","2024","31","164","187","34","28","4","1","1","50","17",".207",".262",".296","0.558","11","18",".192",".238",".283",66.6,23.7,18.2,"79.7","19.4",40.9,"0",0,,,"28.0"
"Vogelbach, Daniel","596129","2024","31","70","79","13","7","5","0","1","17","9",".186",".300",".278","0.578","8","5",".273",".466",".358",72.5,42,37.2,"90.9","8.1",35.8,"5",9.4,,,"23.9"
"Sánchez, Gary","596142","2024","31","245","280","54","35","7","1","11","76","27",".220",".392",".307","0.699","37","30",".219",".399",".306",73.1,35.6,25.6,"90","16.2",31.4,"18",10.5,,,"24.8"
"Kepler, Max","596146","2024","31","368","399","93","63","21","1","8","80","22",".253",".380",".302","0.682","42","43",".247",".381",".300",71.4,32.9,25.6,"88.9","16.8",35.4,"18",6.2,"4",,"26.8"
"Candelario, Jeimer","600869","2024","30","427","463","96","51","23","2","20","114","27",".225",".429",".279","0.708","56","47",".221",".364",".276",68.4,34.3,24.7,"86.9","12.4",33.9,"26",8.2,,,"27.4"
"Urías, Ramón","602104","2024","30","272","301","69","47","9","2","11","55","23",".254",".423",".322","0.745","37","39",".248",".429",".319",70.5,34.4,25.5,"88.3","12.8",32.6,"19",8.7,,,"26.9"
"Ahmed, Nick","605113","2024","34","210","228","48","39","6","1","2","51","11",".229",".295",".267","0.562","17","20",".226",".320",".266",67.9,30.5,22.5,"84.9","13.4",29.7,"5",3,,,"27.7"
"Barnes, Austin","605131","2024","34","140","156","37","33","3","0","1","36","14",".264",".307",".331","0.638","11","12",".229",".292",".299",68.2,32.6,25.5,"86.3","9.5",30.2,"2",1.9,,,"25.8"
"Bell, Josh","605137","2024","31","538","603","134","90","23","2","19","120","51",".249",".405",".319","0.724","71","62",".239",".396",".311",70.4,36.1,27.2,"88.9","10.5",31.4,"32",7.6,,,"25.4"
"Betts, Mookie","605141","2024","31","450","516","130","82","24","5","19","57","61",".289",".491",".372","0.863","75","75",".282",".447",".368",69.1,41.2,35.8,"89.9","21.4",39.3,"24",6,"1",,"26.7"
"Caratini, Victor","605170","2024","30","245","274","66","49","8","1","8","53","23",".269",".408",".336","0.744","30","30",".262",".395",".332",71.9,38.7,30.5,"91.2","9.3",35.9,"11",5.6,,,"24.4"
"Davis, J.D.","605204","2024","31","142","157","31","22","5","0","4","39","12",".218",".338",".293","0.631","6","13",".212",".347",".288",72.5,33.1,22.3,"89.1","2.8",24.3,"9",8.7,,,"25.6"
"López, Jack","605346","2024","31","67","71","17","13","3","0","1","25","2",".254",".343",".286","0.629","6","4",".178",".236",".214",71.2,28.1,18.4,"87.3","10",32.6,"1",2.3,,,"27.6"
