"year","name","player_id","team_id","pa","pitches","runs_all","runs_heart","runs_shadow","runs_chase","runs_waste"
"2023","Eaton, Nate","681987","118","56","208","-13","-4","-9","0","1"
"2023","Velázquez, Nelson","676369","118","179","704","10","5","-5","6","4"
"2023","Porter, Logan","682515","118","38","145","-1","-1","-3","1","1"
"2023","Duffy, Matt","622110","118","209","751","-8","-1","-12","2","3"
"2023","Reyes, Franmil","614177","118","65","293","-6","-3","-5","0","2"
"2023","Pratto, Nick","668472","118","345","1451","-12","-6","-23","11","6"
"2023","Witt Jr., Bobby","677951","118","692","2700","10","-7","-8","17","8"
"2023","Garcia, Maikel","672580","118","515","1988","-4","-19","-7","13","8"
"2023","Melendez, MJ","669004","118","600","2440","-1","-7","-17","12","11"
"2023","Massey, Michael","686681","118","460","1841","-12","2","-25","6","5"
"2023","Pasquantino, Vinnie","686469","118","258","1013","0","0","-6","2","5"
"2023","Isbel, Kyle","664728","118","313","1127","-8","-10","-7","5","5"
"2023","Loftin, Nick","679845","118","68","250","5","1","0","2","1"
"2023","Fermin, Freddy","666023","118","235","921","-5","-7","-5","3","4"
"2023","Blanco, Dairon","680118","118","138","509","2","1","-4","4","1"
"2023","Taylor, Samad","669392","118","69","310","-2","-2","-3","2","1"
"2023","Perez, Salvador","521692","118","574","2061","-9","-5","-11","-2","9"
"2023","Beaty, Matt","607461","118","71","271","-2","-4","-2","1","2"
"2023","Olivares, Edward","658668","118","384","1420","-1","2","-17","6","8"
"2023","Waters, Drew","671221","118","336","1317","-8","2","-19","3","5"
"2023","Bradley Jr., Jackie","598265","118","113","408","-15","-8","-9","1","1"
"2023","Dozier, Hunter","641531","118","91","344","-5","-2","-6","2","1"
"2023","Deluca, Jonny","676356","119","45","167","1","0","0","0","0"
"2023","Rojas, Miguel","500743","119","429","1483","-15","-16","-14","8","7"
"2023","Freeman, Freddie","518692","119","729","2798","63","13","9","23","18"
"2023","Muncy, Max","571970","119","587","2545","12","-1","-26","21","19"
"2023","Peralta, David","444482","119","427","1546","-12","-13","-10","3","8"
"2023","Marisnick, Jake","545350","119","83","321","-2","0","-5","1","2"
