"year","name","player_id","team_id","pa","pitches","runs_all","runs_heart","runs_shadow","runs_chase","runs_waste"
"2021","Pujols, Albert","405395","119","311","1195","-4","-10","-7","7","7"
"2021","Scherzer, Max","453286","119","68","260","-17","-10","-9","1","0"
"2021","Barnes, Austin","605131","119","227","901","-5","-7","-12","9","5"
"2021","Kershaw, Clayton","477132","119","39","157","-3","-4","0","2","0"
"2021","Betts, Mookie","605141","119","601","2444","23","-8","-10","26","15"
"2021","Beaty, Matt","607461","119","245","926","12","-5","2","7","8"
"2021","Urías, Julio","628711","119","74","240","-4","-3","-1","-1","1"
"2021","Turner, Trea","607208","119","697","2690","27","8","-12","18","13"
"2021","Taylor, Chris","621035","119","623","2552","26","2","-9","22","12"
"2021","Marcano, Tucupita","672779","135","50","188","-6","-4","-6","3","0"
"2021","O'Grady, Brian","657434","135","61","272","-4","-4","-2","2","1"
"2021","Pham, Tommy","502054","135","558","2374","-1","-18","-18","23","12"
"2021","Snell, Blake","605483","135","37","117","-7","-2","-5","0","0"
"2021","Frazier, Adam","624428","135","637","2352","3","-7","-22","17","14"
"2021","Profar, Jurickson","595777","135","411","1734","-7","-20","-13","16","11"
"2021","Darvish, Yu","506433","135","55","217","-11","-5","-7","0","0"
"2021","Marisnick, Jake","545350","135","198","727","-2","-4","-6","4","5"
"2021","Myers, Wil","571976","135","498","2010","6","0","-15","11","9"
"2021","Cronenworth, Jake","630105","135","637","2434","11","0","-21","20","11"
"2021","Hosmer, Eric","543333","135","563","2200","2","-1","-21","11","13"
"2021","Nola, Austin","543592","135","194","694","9","-5","2","9","4"
"2021","Machado, Manny","592518","135","630","2238","26","12","-10","13","12"
"2021","Webb, Logan","657277","137","58","195","-4","2","-6","0","1"
"2021","Tatis Jr., Fernando","665487","135","540","2141","39","24","-14","18","11"
"2021","Paddack, Chris","663978","135","42","163","-10","-6","-4","0","0"
"2021","Rivas, Webster","593590","135","77","283","-4","-3","-2","0","2"
"2021","Arrieta, Jake","453562","135","30","122","-4","-2","-2","0","0"
"2021","Grisham, Trent","663757","135","525","2168","8","-6","-17","21","10"
"2021","Campusano, Luis","669134","135","38","141","-7","-3","-5","0","1"
"2021","Kim, Ha-Seong","673490","135","297","1183","-12","-14","-9","6","5"
"2021","Musgrove, Joe","605397","135","57","191","-11","-4","-8","0","1"
"2021","Caratini, Victor","605170","135","348","1312","-12","-10","-20","11","7"
"2021","Posey, Buster","457763","137","469","1824","22","-1","-2","19","7"
"2021","Bryant, Kris","592178","137","600","2312","22","7","-17","19","14"
"2021","Cueto, Johnny","456501","137","37","123","-6","-2","-4","0","0"
"2021","Casali, Curt","592200","137","228","909","-2","-7","-13","13","5"
"2021","Solano, Donovan","456781","137","351","1353","0","-10","-8","12","6"
"2021","Yastrzemski, Mike","573262","137","541","2156","-2","-11","-21","18","13"
"2021","Crawford, Brandon","543063","137","563","2203","35","23","-20","21","11"
"2021","DeSclafani, Anthony","543101","137","62","232","-12","-5","-9","1","0"
"2021","Longoria, Evan","446334","137","304","1230","6","-1","-8","9","6"
"2021","Dickerson, Alex","543105","137","315","1249","-1","-3","-13","8","7"
"2021","Slater, Austin","596103","137","309","1202","-5","-3","-14","7","5"
"2021","Duggar, Steven","621453","137","298","1215","3","0","-12","9","6"
"2021","Estrada, Thairo","642731","137","131","514","9","2","-4","8","4"
"2021","Vosler, Jason","613564","137","81","321","-3","-3","-4","3","2"
"2021","Flores, Wilmer","527038","137","449","1770","3","-10","-11","15","9"
"2021","Wade Jr., LaMonte","664774","137","391","1616","16","6","-13","15","7"
"2021","Ruf, Darin","573131","137","321","1422","16","9","-11","11","7"
"2021","Gausman, Kevin","592332","137","64","243","-8","-3","-3","-1","0"
"2021","Belt, Brandon","474832","137","378","1578","23","2","-7","16","12"
"2021","Dubón, Mauricio","643289","137","185","675","-10","-7","-6","1","1"
"2021","Tauchman, Mike","643565","137","191","870","-5","-14","-4","10","4"
"2021","La Stella, Tommy","600303","137","252","1088","3","-10","-2","11","4"
"2021","Wood, Alex","622072","137","49","193","-13","-8","-7","2","0"
"2021","Luplow, Jordan","656669","139","201","907","8","3","-12","9","8"
"2021","Mejía, Francisco","642336","139","278","1017","5","2","-3","1","5"
"2021","Walls, Taylor","670764","139","176","745","-4","-8","-6","6","4"
"2021","Rojas, Jose","670351","108","184","732","-4","-6","-5","4","3"
"2021","Rojas, Josh","668942","109","549","2316","1","-16","-12","20","9"
"2021","Arozarena, Randy","668227","139","619","2553","16","-14","-10","24","14"
"2021","Kiermaier, Kevin","595281","139","403","1556","1","1","-16","8","8"
"2021","Choi, Ji Man","596847","139","312","1306","9","1","-10","8","9"
"2021","Phillips, Brett","621433","139","292","1234","3","-12","0","9","6"
"2021","Zunino, Mike","572287","139","390","1573","9","5","-15","9","9"
"2021","Bruján, Vidal","660644","139","26","100","-4","-2","-3","0","0"
"2021","Cruz, Nelson","443558","139","592","2259","12","4","-18","14","12"
"2021","Franco, Wander","677551","139","327","1164","15","4","-7","11","7"
"2021","Margot, Manuel","622534","139","470","1739","-4","-9","-10","8","7"
"2021","Meadows, Austin","640457","139","597","2405","24","7","-18","23","12"
"2021","Lowe, Brandon","664040","139","629","2408","27","16","-17","17","12"
"2021","Brosseau, Mike","670712","139","169","733","-4","-4","-9","7","3"
"2021","Díaz, Yandy","650490","139","553","2089","7","-23","0","19","11"
"2021","Wendle, Joey","621563","139","501","1871","-3","-4","-11","5","7"
"2021","Walsh, Jared","665120","108","578","2250","33","12","-2","14","9"
"2021","Schebler, Scott","594988","108","34","114","-5","-3","-2","-1","0"
"2021","Butera, Drew","460077","108","36","144","-5","-3","-3","1","0"
"2021","Ohtani, Shohei","660271","108","618","2586","48","6","2","22","17"
"2021","Adell, Jo","666176","108","140","566","7","6","-3","3","2"
"2021","Lagares, Juan","501571","108","327","1237","-14","-12","-11","5","4"
"2021","Stassi, Max","545358","108","318","1268","-1","6","-23","13","3"
"2021","Trout, Mike","545361","108","141","610","13","0","4","7","2"
"2021","Marsh, Brandon","669016","108","260","1073","-8","-6","-13","3","7"
"2021","Suzuki, Kurt","435559","108","247","912","-8","-12","-9","8","6"
"2021","Rengifo, Luis","650859","108","190","741","-14","-7","-13","2","4"
"2021","Eaton, Adam","594809","108","288","1156","-8","-6","-10","3","5"
"2021","Gosselin, Phil","594838","108","373","1436","-1","-7","-7","6","7"
"2021","Wong, Kean","642221","108","66","226","-8","-6","-4","2","0"
"2021","Mayfield, Jack","608686","108","290","1112","-6","-4","-9","5","3"
"2021","Ward, Taylor","621493","108","237","874","9","6","-8","6","4"
"2021","Rendon, Anthony","543685","108","247","948","-3","-10","-6","9","4"
"2021","Upton, Justin","457708","108","361","1512","-9","-8","-15","8","6"
"2021","Fletcher, David","664058","108","663","2217","-17","-26","-5","10","4"
"2021","Marte, Ketel","606466","109","371","1411","22","11","-5","10","6"
"2021","Gallen, Zac","668678","109","42","138","-6","-4","-4","1","0"
"2021","Ramos, Henry","592656","109","55","209","-3","0","-4","1","1"
"2021","Hager, Jake","606993","109","30","134","0","-2","0","1","1"
"2021","Ellis, Drew","656403","109","82","354","-6","-5","-6","3","2"
"2021","Holaday, Bryan","592407","109","34","142","-5","-1","-5","0","1"
"2021","Peralta, David","444482","109","535","2062","9","1","-17","14","12"
"2021","Walker, Christian","572233","109","444","1774","-2","-4","-16","8","10"
"2021","Smith, Pavin","656976","109","544","2076","0","0","-22","13","9"
"2021","Calhoun, Kole","594777","109","182","734","-4","1","-15","5","5"
"2021","Kelly, Carson","608348","109","358","1473","4","-9","-11","15","9"
"2021","Vargas, Ildemaro","545121","109","82","303","-8","-4","-6","-1","2"
"2021","Bumgarner, Madison","518516","109","52","242","-7","-4","-6","2","1"
"2021","VanMeter, Josh","642165","109","310","1326","-2","-3","-20","12","8"
"2021","Varsho, Daulton","662139","109","312","1220","3","-5","-8","10","6"
"2021","Heath, Nick","670084","109","38","157","-5","-3","-3","0","1"
"2021","McCarthy, Jake","664983","109","70","282","-2","-4","-1","1","1"
"2021","Young, Andrew","670370","109","104","417","-2","1","-7","3","1"
"2021","Perdomo, Geraldo","672695","109","35","129","-1","-2","-2","2","1"
"2021","Ahmed, Nick","605113","109","470","1777","-19","-20","-20","15","7"
"2021","Mathisen, Wyatt","621500","109","51","199","-3","-3","-2","1","1"
"2021","Reddick, Josh","502210","109","158","589","-4","-5","-3","3","1"
"2021","Kelly, Merrill","518876","109","58","208","-13","-9","-5","1","1"
"2021","Anderson, Ian","666120","144","45","159","-11","-4","-6","-1","0"
"2021","Riley, Austin","663586","144","728","2863","34","2","1","16","14"
"2021","Freeman, Freddie","518692","144","748","2964","46","-3","3","30","16"
"2021","Inciarte, Ender","542255","144","89","352","-7","-3","-7","2","1"
"2021","Adrianza, Ehire","501303","144","219","872","3","0","-12","9","5"
"2021","Rosario, Eddie","592696","144","479","1767","12","-1","-2","8","8"
"2021","Fried, Max","608331","144","72","274","-1","-4","0","1","1"
"2021","Ozuna, Marcell","542303","144","208","758","-1","2","-14","7","4"
"2021","Sandoval, Pablo","467055","144","86","379","0","1","-5","2","2"
"2021","Smith, Kevan","607345","144","103","404","-10","-2","-10","1","1"
"2021","Heredia, Guillermo","628338","144","348","1355","-8","-11","-16","9","10"
"2021","Duvall, Adam","594807","144","617","2381","17","16","-15","10","6"
"2021","Smyly, Drew","592767","144","44","154","-8","-4","-4","0","0"
"2021","Contreras, William","661388","144","185","711","-1","-5","-3","4","3"
"2021","Ynoa, Huascar","660623","144","32","112","0","4","-3","0","0"
"2021","Almonte, Abraham","501659","144","175","763","1","-4","-6","7","4"
"2021","Morton, Charlie","450203","144","67","231","-13","-6","-7","-1","1"
"2021","Albies, Ozzie","645277","144","753","2871","11","-3","-18","21","12"
"2021","Pache, Cristian","665506","144","68","243","-8","-2","-7","-1","2"
"2021","Arcia, Orlando","606115","144","93","365","-4","0","-7","3","1"
"2021","Acuña Jr., Ronald","660670","144","358","1449","22","-13","8","19","8"
"2021","d'Arnaud, Travis","518595","144","290","1125","-11","-7","-18","10","4"
"2021","Soler, Jorge","624585","144","640","2585","15","-8","-16","23","16"
"2021","Swanson, Dansby","621020","144","709","2830","8","16","-37","15","13"
"2021","Vogt, Stephen","519390","144","236","1015","-4","-2","-16","9","5"
"2021","Pederson, Joc","592626","144","528","2106","4","-18","-5","13","14"
"2021","Franco, Maikel","596748","110","403","1466","-16","-11","-12","1","6"
"2021","Hays, Austin","669720","110","529","1957","9","1","-15","13","10"
"2021","Mancini, Trey","641820","110","612","2468","8","5","-18","10","11"
"2021","Jones, Jahmai","663330","110","72","276","-8","-4","-6","1","1"
"2021","Wynns, Austin","642851","110","139","562","-6","1","-9","0","1"
"2021","Mountcastle, Ryan","663624","110","584","2295","5","3","-14","6","11"
"2021","McKenna, Ryan","663630","110","197","836","-7","-5","-15","9","4"
"2021","Valaika, Pat","642162","110","281","1101","-16","-14","-12","6","3"
"2021","Santander, Anthony","623993","110","438","1812","-8","-4","-21","10","7"
"2021","Mullins, Cedric","656775","110","672","2588","23","4","-12","16","15"
"2021","Severino, Pedro","600474","110","417","1692","-6","-1","-19","9","5"
"2021","Stewart, DJ","621466","110","317","1328","-4","-8","-14","11","8"
"2021","Gutiérrez, Kelvin","642721","110","295","1160","-12","-11","-10","4","4"
"2021","Mateo, Jorge","622761","110","209","822","-8","-8","-5","1","4"
"2021","Leyba, Domingo","642736","110","96","356","-12","-6","-7","0","2"
"2021","Martin, Richie","621006","110","105","401","-11","-5","-7","1","0"
"2021","Wilkerson, Stevie","592859","110","76","289","-9","-5","-5","0","1"
"2021","Urías, Ramón","602104","110","296","1253","16","2","-3","11","6"
"2021","Bogaerts, Xander","593428","111","652","2697","25","-3","-5","20","13"
"2021","Shaw, Travis","543768","111","255","1072","-1","-10","-8","12","5"
"2021","Renfroe, Hunter","592669","111","615","2382","8","10","-26","11","14"
"2021","Cordero, Franchy","614173","111","136","540","-5","-2","-6","2","2"
"2021","Arroyo, Christian","624414","111","221","821","0","5","-13","4","4"
"2021","Dalbec, Bobby","666915","111","464","1891","8","6","-12","5","10"
"2021","Schwarber, Kyle","656941","111","519","2195","29","10","-21","28","12"
"2021","Duran, Jarren","680776","111","112","429","-5","-5","-3","1","2"
"2021","Martinez, J.D.","502110","111","666","2565","41","34","-21","16","12"
"2021","Devers, Rafael","646240","111","708","2680","42","15","-10","26","11"
"2021","Hernández, Enrique","571771","111","637","2460","8","-10","-14","17","15"
"2021","Iglesias, José","578428","111","511","1858","-11","-4","-15","4","5"
"2021","Vázquez, Christian","543877","111","532","2062","-10","-25","-14","21","8"
"2021","Araúz, Jonathan","660620","111","75","321","-3","-3","-5","3","1"
"2021","Verdugo, Alex","657077","111","645","2524","11","-3","-20","24","9"
"2021","Plawecki, Kevin","608700","111","181","650","-3","-3","-8","4","4"
"2021","Motter, Taylor","600301","111","29","126","-2","-1","-2","0","1"
"2021","Santana, Danny","542454","111","130","535","0","-4","-3","4","3"
"2021","Davies, Zach","605200","112","44","153","-6","-5","-3","1","0"
"2021","Fargas, Johneshwy","641561","112","54","189","-2","0","-2","0","1"
"2021","Duffy, Matt","622110","112","322","1269","3","-7","-5","8","6"
"2021","Rivas, Alfonso","663845","112","49","210","-1","-1","-3","2","1"
"2021","Romine, Andrew","461865","112","64","265","-4","-4","-1","0","1"
"2021","Thompson, Trayce","572204","112","35","160","5","2","0","2","1"
"2021","Romine, Austin","519222","112","62","212","-4","-2","-2","-1","1"
"2021","Hendricks, Kyle","543294","112","61","203","-8","-6","-4","1","1"
"2021","Wolters, Tony","547172","112","30","125","-3","-1","-3","-1","1"
"2021","Sogard, Eric","519299","112","179","679","-10","-11","-9","6","3"
"2021","Heyward, Jason","518792","112","352","1314","-11","-4","-16","4","4"
"2021","Hermosillo, Michael","641684","112","38","149","-1","2","-5","1","1"
"2021","Higgins, P.J.","664731","112","25","112","-5","-2","-4","0","1"
"2021","Ortega, Rafael","542364","112","329","1337","14","7","-8","9","6"
"2021","Bote, David","623520","112","327","1231","-15","-13","-12","4","7"
"2021","Mills, Alec","621219","112","36","149","-9","-6","-5","1","0"
"2021","Alcántara, Sergio","642727","112","253","1069","-11","-16","-10","10","6"
"2021","Martini, Nick","605361","112","44","193","-3","-2","-3","1","1"
"2021","Contreras, Willson","575929","112","482","1969","5","5","-26","15","11"
"2021","Schwindel, Frank","643524","112","257","918","23","6","10","1","6"
"2021","Happ, Ian","664023","112","535","2250","12","2","-22","19","13"
"2021","Chirinos, Robinson","455139","112","112","462","-1","-3","-6","5","3"
"2021","Deichmann, Greg","656364","112","31","136","-6","-5","-2","0","0"
"2021","Wisdom, Patrick","621550","112","374","1631","12","11","-17","7","10"
"2021","Hoerner, Nico","663538","112","167","650","8","-3","3","5","3"
"2021","Freeman, Mike","502273","113","64","253","-6","-6","-5","3","2"
"2021","Suárez, Eugenio","553993","113","574","2391","-14","-13","-30","18","11"
"2021","Farmer, Kyle","571657","113","528","1955","4","0","-13","5","12"
"2021","Gray, Sonny","543243","113","43","136","-7","-5","-2","0","0"
"2021","Heineman, Scott","595981","113","34","146","-4","-1","-4","1","0"
"2021","Gutierrez, Vladimir","661269","113","42","116","-6","-3","-3","0","0"
"2021","Mahle, Tyler","641816","113","66","239","-13","-7","-7","0","1"
"2021","Votto, Joey","458015","113","527","2232","37","-4","5","23","12"
"2021","Senzel, Nick","669222","113","124","417","0","-5","-1","3","3"
"2021","Friedl, TJ","670770","113","36","136","-1","0","-3","2","0"
"2021","Cabrera, Asdrúbal","452678","113","351","1366","-5","-1","-22","10","9"
"2021","Barnhart, Tucker","571466","113","387","1524","-3","-3","-22","12","9"
"2021","Naquin, Tyler","571980","113","453","1797","19","8","-10","15","6"
"2021","Castellanos, Nick","592206","113","580","2143","33","21","-5","8","9"
"2021","Stephenson, Tyler","663886","113","401","1577","14","-10","-3","15","12"
"2021","Barrero, Jose","676480","113","56","209","-3","-2","-3","1","1"
"2021","Winker, Jesse","608385","113","484","1895","35","5","-1","19","13"
"2021","DeShields, Delino","592261","113","58","244","0","-3","-1","3","1"
"2021","India, Jonathan","663697","113","630","2643","30","-4","-6","26","13"
"2021","Moustakas, Mike","519058","113","206","792","-5","-2","-8","1","4"
"2021","Castillo, Luis","622491","113","59","170","-10","-3","-6","-2","1"
"2021","Miley, Wade","489119","113","59","165","-6","-2","-4","0","0"
"2021","Akiyama, Shogo","673451","113","182","757","-10","-9","-10","4","5"
"2021","Aquino, Aristides","606157","113","202","841","-3","-2","-8","4","3"
"2021","Schrock, Max","621011","113","133","522","5","0","-2","4","3"
"2021","Blandino, Alex","607468","113","82","357","-3","-3","-4","4","1"
"2021","Hedges, Austin","595978","114","311","1185","-20","-15","-12","3","4"
"2021","Chang, Yu","644374","114","251","965","3","-1","-3","4","4"
"2021","Reyes, Franmil","614177","114","463","1983","13","5","-10","9","9"
"2021","Clement, Ernie","676391","114","133","442","-5","-6","-3","3","2"
"2021","Ramírez, Harold","623912","114","360","1335","2","3","-10","3","6"
"2021","Pérez, Roberto","547379","114","161","695","-9","-5","-11","4","4"
"2021","Giménez, Andrés","665926","114","210","818","-4","-4","-10","6","4"
"2021","Ramírez, José","608070","114","625","2672","36","16","-15","23","13"
"2021","Johnson, Daniel","669288","114","81","319","-4","-2","-4","1","1"
"2021","Zimmer, Bradley","605548","114","348","1375","-6","-11","-14","13","7"
"2021","Bradley, Bobby","656252","114","278","1089","1","4","-13","3","7"
"2021","Straw, Myles","664702","114","637","2652","-8","-24","-19","27","8"
"2021","Naylor, Josh","647304","114","249","874","-5","-4","-5","2","3"
"2021","Ramos, Wilson","467092","114","163","555","-8","-3","-10","3","2"
"2021","Rosario, Amed","642708","114","586","2152","-2","-4","-16","10","9"
"2021","Lavarnway, Ryan","543432","114","30","109","-2","-1","0","0","0"
"2021","Mercado, Óscar","640458","114","238","902","1","-5","-4","5","4"
"2021","Miller, Owen","680911","114","202","749","-13","-7","-11","3","2"
"2021","Senzatela, Antonio","622608","115","51","159","-11","-4","-5","-2","0"
"2021","Adams, Matt","571431","115","39","138","-5","-2","-3","0","0"
"2021","Freeland, Kyle","607536","115","40","122","-4","-1","-4","0","1"
"2021","Márquez, Germán","608566","115","60","159","-1","-1","2","-2","0"
"2021","McMahon, Ryan","641857","115","594","2388","7","6","-27","16","12"
"2021","Gomber, Austin","596295","115","42","118","-8","-3","-5","0","0"
"2021","Rodgers, Brendan","663898","115","415","1513","4","1","-11","4","9"
"2021","Cron, C.J.","543068","115","544","2191","35","14","-8","15","14"
"2021","Trejo, Alan","676701","115","49","183","-4","-1","-4","1","0"
"2021","Welker, Colton","666213","115","40","173","-1","0","-2","0","1"
"2021","Owings, Chris","572008","115","49","194","3","2","-1","2","0"
"2021","Hampson, Garrett","641658","115","492","1905","-13","-9","-23","10","8"
"2021","Nuñez, Dom","624513","115","259","1129","-5","0","-17","6","5"
"2021","Díaz, Elias","553869","115","370","1306","-4","-12","-9","10","7"
"2021","Story, Trevor","596115","115","593","2402","15","2","-13","13","13"
"2021","Fuentes, Joshua","658069","115","283","1018","-13","-4","-16","4","2"
"2021","Hilliard, Sam","656541","115","235","995","7","5","-11","8","5"
"2021","Tapia, Raimel","606132","115","531","1973","-5","-4","-12","4","7"
"2021","Ruiz, Rio","547004","115","141","540","-13","-6","-11","3","1"
"2021","Blackmon, Charlie","453568","115","581","2144","5","11","-29","11","11"
"2021","Joe, Connor","656582","115","211","818","16","10","-9","10","4"
"2021","González, Chi Chi","592346","115","34","117","-5","-3","-2","0","0"
"2021","Daza, Yonathan","602074","115","331","1216","-4","1","-12","2","5"
"2021","Gray, Jon","592351","115","50","196","-9","-2","-7","0","0"
"2021","Mercedes, Yermín","606213","145","261","1097","3","-9","1","5","5"
"2021","Engel, Adam","641553","145","144","550","1","0","-5","4","3"
"2021","Anderson, Tim","641313","145","564","2075","13","15","-19","6","10"
"2021","Zavala, Seby","664874","145","100","406","-2","-1","-4","1","2"
"2021","Gonzalez, Romy","663853","145","33","123","-3","0","-3","-1","0"
"2021","Madrigal, Nick","663611","145","215","809","8","1","-4","6","5"
"2021","Mendick, Danny","664901","145","185","760","-5","-6","-8","4","4"
"2021","Goodwin, Brian","571718","145","271","1179","-4","-7","-17","14","6"
"2021","Robert Jr., Luis","673357","145","309","1024","23","12","-1","7","5"
"2021","Grandal, Yasmani","518735","145","392","1747","29","-6","-3","23","14"
"2021","Hamilton, Billy","571740","145","135","530","-11","-1","-10","0","1"
"2021","Sheets, Gavin","657757","145","191","863","6","2","-3","0","6"
"2021","Hernández, César","514917","145","642","2491","-5","-7","-24","15","11"
"2021","Abreu, José","547989","145","670","2667","32","5","-3","12","18"
"2021","Jiménez, Eloy","650391","145","244","852","1","0","-9","6","5"
"2021","Collins, Zack","641470","145","231","941","1","-10","-5","11","4"
"2021","Moncada, Yoán","660162","145","628","2651","6","-18","-14","25","13"
"2021","Burger, Jake","669394","145","42","182","2","0","2","-1","1"
"2021","García, Leury","544725","145","490","1749","-7","-10","-16","10","8"
"2021","Vaughn, Andrew","683734","145","470","1804","-11","-15","-18","13","8"
"2021","Greiner, Grayson","606988","116","82","344","-1","0","-4","2","2"
"2021","Haase, Eric","606992","116","381","1548","-2","-1","-16","10","5"
"2021","Grossman, Robbie","543257","116","668","2817","11","-26","-12","30","19"
"2021","Candelario, Jeimer","600869","116","625","2547","29","8","-15","19","17"
"2021","Baddoo, Akil","668731","116","460","1880","15","-2","-14","19","12"
"2021","Jones, JaCoby","592444","116","105","396","-5","-2","-6","2","0"
"2021","Mazara, Nomar","608577","116","181","774","-4","-3","-8","4","5"
"2021","Reyes, Victor","622682","116","220","869","0","-7","4","2","1"
"2021","Schoop, Jonathan","570731","116","674","2588","4","-3","-9","6","10"
"2021","Cameron, Daz","663662","116","115","503","-4","-6","-4","3","3"
"2021","Short, Zack","670097","116","183","801","-16","-16","-13","8","6"
"2021","Hill, Derek","656537","116","150","529","0","-4","1","2","2"
"2021","Paredes, Isaac","670623","116","84","378","-4","-7","-3","5","1"
"2021","Cabrera, Miguel","408234","116","526","2035","1","-8","-18","14","14"
"2021","Castro, Harold","605612","116","339","1173","-5","-8","-9","9","3"
"2021","Garneau, Dustin","572863","116","68","290","-3","-1","-5","1","1"
"2021","Núñez, Renato","600524","116","55","206","-2","-1","-2","0","1"
"2021","Goodrum, Niko","592348","116","325","1341","-7","-4","-15","6","6"
"2021","Castro, Willi","650489","116","449","1632","-23","-12","-25","7","7"
"2021","Rogers, Jake","668670","116","127","561","3","-2","-1","2","3"
"2021","Gonzalez, Marwin","503556","117","311","1218","-16","-19","-11","10","5"
"2021","Gurriel, Yuli","493329","117","665","2496","27","-13","-6","28","18"
"2021","Jones, Taylor","622100","117","108","424","-3","2","-9","3","1"
"2021","Brantley, Michael","488726","117","580","2138","15","-5","-11","22","9"
"2021","Siri, Jose","642350","117","63","260","2","1","-2","3","0"
"2021","Castro, Jason","488771","117","187","819","6","-2","-5","10","3"
"2021","Bregman, Alex","608324","117","463","1869","6","-7","-15","18","10"
"2021","Altuve, Jose","514888","117","752","2796","27","7","-26","29","17"
"2021","Alvarez, Yordan","670541","117","663","2670","27","7","-12","16","16"
"2021","Díaz, Aledmys","649557","117","323","1177","7","5","-16","13","6"
"2021","Meyers, Jake","676694","117","171","678","2","4","-10","4","4"
"2021","García, Robel","596825","117","117","453","-14","-8","-12","3","3"
"2021","Tucker, Kyle","663656","117","628","2414","36","9","-6","22","11"
"2021","Stubbs, Garrett","596117","117","38","114","-4","-2","-2","0","0"
"2021","McCormick, Chas","676801","117","348","1389","7","-1","-7","8","8"
"2021","Maldonado, Martín","455117","117","477","1985","-23","-20","-29","17","9"
"2021","Correa, Carlos","621043","117","705","2896","32","10","-15","22","15"
"2021","Chisholm Jr., Jazz","665862","146","507","2040","-4","-5","-19","9","11"
"2021","Rojas, Miguel","500743","146","539","2001","3","-16","-4","12","10"
"2021","Alfaro, Jorge","595751","146","311","1104","-8","2","-12","-3","5"
"2021","Alvarez, Eddy","657193","146","73","283","-1","-3","-2","2","2"
"2021","De La Cruz, Bryan","650559","146","218","871","1","-2","-5","5","3"
"2021","León, Sandy","506702","146","220","919","-20","-20","-6","4","3"
"2021","Sánchez, Jesús","660821","146","248","989","6","10","-12","4","4"
"2021","Díaz, Lewin","650331","146","127","521","-7","-2","-5","-2","2"
"2021","Aguilar, Jesús","542583","146","506","2066","17","-2","-3","12","10"
"2021","Sierra, Magneuris","642423","146","221","858","-17","-8","-13","2","2"
"2021","López, Pablo","641154","146","35","125","-9","-3","-5","0","0"
"2021","Brinson, Lewis","621446","146","290","1099","-8","-5","-11","2","5"
"2021","Alcantara, Sandy","645261","146","64","268","-14","-9","-6","0","1"
"2021","Devers, José","672701","146","46","174","-2","1","-5","1","1"
"2021","Fortes, Nick","663743","146","34","133","4","5","-2","1","0"
"2021","Anderson, Brian","605119","146","262","1028","6","-3","-3","5","6"
"2021","Jackson, Alex","656577","146","150","613","-7","-3","-10","2","4"
"2021","Cooper, Garrett","643265","146","250","1001","10","0","-3","8","5"
"2021","Berti, Jon","542932","146","271","1138","-4","-13","-10","12","6"
"2021","Panik, Joe","605412","146","256","1012","-15","-13","-14","9","3"
"2021","Díaz, Isan","656371","146","272","1070","-20","-17","-16","8","5"
"2021","Rogers, Trevor","669432","146","46","159","-7","-3","-5","0","0"
"2021","Wallach, Chad","595453","146","66","292","-6","-2","-6","2","0"
"2021","Maile, Luke","571912","158","36","130","-1","0","-2","0","1"
